Laikotarpis;Rodiklis;Administracinė teritorija;Gyvenamoji vietovė;Matavimo vienetai;Reikšmė
2010;Vidutinis būsto dydis;Marijampolės sav.;Miestas ir kaimas;m²;65.6
2011;Vidutinis būsto dydis;Marijampolės sav.;Miestas ir kaimas;m²;66.1
2012;Vidutinis būsto dydis;Marijampolės sav.;Miestas ir kaimas;m²;66.1
2013;Vidutinis būsto dydis;Marijampolės sav.;Miestas ir kaimas;m²;66.2
2014;Vidutinis būsto dydis;Marijampolės sav.;Miestas ir kaimas;m²;67.2
2015;Vidutinis būsto dydis;Marijampolės sav.;Miestas ir kaimas;m²;67.6
2016;Vidutinis būsto dydis;Marijampolės sav.;Miestas ir kaimas;m²;68.1
2017;Vidutinis būsto dydis;Marijampolės sav.;Miestas ir kaimas;m²;68.5
2018;Vidutinis būsto dydis;Marijampolės sav.;Miestas ir kaimas;m²;68.7
2004;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2005;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2006;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2007;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2008;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2009;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2010;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2011;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2012;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2013;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2014;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2015;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2016;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2017;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2018;Vidutinis būsto dydis;Marijampolės r. sav.;Miestas ir kaimas;m²;
2004;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;70.1
2005;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;70.2
2006;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;70.3
2007;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;70.4
2008;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;70.5
2009;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;74.0
2010;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;74.0
2011;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;74.1
2012;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;74.1
2013;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;74.1
2014;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;74.5
2015;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;74.7
2016;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;74.9
2017;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;75.1
2018;Vidutinis būsto dydis;Šakių r. sav.;Miestas ir kaimas;m²;75.1
2004;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;64.7
2005;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;64.7
2006;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;64.8
2007;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;64.9
2008;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;65.1
2009;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;68.8
2010;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;68.8
2011;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;69.2
2012;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;69.2
2013;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;69.2
2014;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;69.8
2015;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;69.9
2016;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;70.2
2017;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;70.5
2018;Vidutinis būsto dydis;Vilkaviškio r. sav.;Miestas ir kaimas;m²;70.6
2004;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;69.6
2005;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;70.0
2006;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;70.3
2007;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;68.9
2008;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;70.6
2009;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;74.5
2010;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;74.5
2011;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;74.6
2012;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;74.6
2013;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;74.6
2014;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;75.0
2015;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;75.0
2016;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;75.1
2017;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;75.0
2018;Vidutinis būsto dydis;Biržų r. sav.;Miestas ir kaimas;m²;75.0
2004;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;68.5
2005;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;69.0
2006;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;68.8
2007;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;68.8
2008;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;69.4
2009;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;72.6
2010;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;72.5
2011;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;72.8
2012;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;72.8
2013;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;72.7
2014;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;73.0
2015;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;73.0
2016;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;73.0
2017;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;73.0
2018;Vidutinis būsto dydis;Kupiškio r. sav.;Miestas ir kaimas;m²;73.0
2004;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;54.3
2005;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;54.5
2006;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;57.2
2007;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;57.4
2008;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;56.8
2009;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;58.2
2010;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;58.2
2011;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;58.6
2012;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;58.6
2013;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;58.6
2014;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;58.5
2015;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;58.7
2016;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;58.9
2017;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;58.9
2018;Vidutinis būsto dydis;Panevėžio m. sav.;Miestas ir kaimas;m²;59.0
2004;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;71.4
2005;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;71.5
2006;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;71.6
2007;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;72.0
2008;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;72.2
2009;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;73.4
2010;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;73.5
2011;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;74.2
2012;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;74.2
2013;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;74.2
2014;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;74.6
2015;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;74.8
2016;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;75.1
2017;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;75.5
2018;Vidutinis būsto dydis;Panevėžio r. sav.;Miestas ir kaimas;m²;75.6
2004;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;70.6
2005;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;70.8
2006;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;70.8
2007;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;70.8
2008;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;71.1
2009;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;73.0
2010;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;73.0
2011;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;73.4
2012;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;73.4
2013;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;73.4
2014;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;73.8
2015;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;73.8
2016;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;73.9
2017;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;73.9
2018;Vidutinis būsto dydis;Pasvalio r. sav.;Miestas ir kaimas;m²;74.0
2004;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;65.6
2005;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;65.7
2006;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;65.8
2007;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;65.7
2008;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;66.1
2009;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;67.4
2010;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;67.4
2011;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;67.7
2012;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;67.7
2013;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;67.7
2014;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;68.2
2015;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;68.2
2016;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;68.3
2017;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;68.5
2018;Vidutinis būsto dydis;Rokiškio r. sav.;Miestas ir kaimas;m²;68.5
2004;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;59.2
2005;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;59.2
2006;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;59.4
2007;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;59.6
2008;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;59.8
2009;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;60.9
2010;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;60.9
2011;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;61.4
2012;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;61.4
2013;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;61.4
2014;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;62.4
2015;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;62.4
2016;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;62.4
2017;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;62.7
2018;Vidutinis būsto dydis;Akmenės r. sav.;Miestas ir kaimas;m²;62.7
2004;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;66.0
2005;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;66.0
2006;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;66.1
2007;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;65.8
2008;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;66.1
2009;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;68.8
2010;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;68.7
2011;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.0
2012;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.1
2013;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.1
2014;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.7
2015;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.8
2016;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;69.9
2017;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;70.0
2018;Vidutinis būsto dydis;Joniškio r. sav.;Miestas ir kaimas;m²;70.1
2004;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;65.2
2005;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;66.3
2006;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;66.3
2007;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;66.4
2008;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;66.6
2009;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;69.9
2010;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;69.8
2011;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.0
2012;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.0
2013;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.0
2014;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;69.9
2015;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.0
2016;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.2
2017;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.3
2018;Vidutinis būsto dydis;Kelmės r. sav.;Miestas ir kaimas;m²;70.4
2004;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;66.8
2005;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;67.1
2006;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;67.2
2007;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;67.3
2008;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;67.6
2009;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2010;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2011;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2012;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.6
2013;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.6
2014;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2015;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;69.9
2016;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;70.0
2017;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;70.2
2018;Vidutinis būsto dydis;Pakruojo r. sav.;Miestas ir kaimas;m²;70.3
2004;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;59.3
2005;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;59.8
2006;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;59.9
2007;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;59.9
2008;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;61.0
2009;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.2
2010;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.2
2011;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.7
2012;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.7
2013;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.6
2014;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;65.9
2015;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;66.1
2016;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;66.3
2017;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;66.4
2018;Vidutinis būsto dydis;Radviliškio r. sav.;Miestas ir kaimas;m²;66.5
2004;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;55.6
2005;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;55.9
2006;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;56.1
2007;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;56.4
2008;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;56.7
2009;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;57.3
2010;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;57.3
2011;Vidutinis būsto dydis;Šiaulių m. sav.;Miestas ir kaimas;m²;57.8
