Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
2011;Gyventojų tankis metų pradžioje;Šiaulių m. sav.;viename km²;1354.9
2012;Gyventojų tankis metų pradžioje;Šiaulių m. sav.;viename km²;1329.5
2013;Gyventojų tankis metų pradžioje;Šiaulių m. sav.;viename km²;1314.4
2014;Gyventojų tankis metų pradžioje;Šiaulių m. sav.;viename km²;1303.8
2015;Gyventojų tankis metų pradžioje;Šiaulių m. sav.;viename km²;1291.0
2016;Gyventojų tankis metų pradžioje;Šiaulių m. sav.;viename km²;1271.4
2017;Gyventojų tankis metų pradžioje;Šiaulių m. sav.;viename km²;1249.6
2018;Gyventojų tankis metų pradžioje;Šiaulių m. sav.;viename km²;1241.7
2019;Gyventojų tankis metų pradžioje;Šiaulių m. sav.;viename km²;1236.2
2001;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;28.6
2002;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;28.5
2003;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;28.4
2004;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;28.2
2005;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;28.0
2006;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;27.3
2007;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;26.9
2008;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;26.6
2009;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;26.5
2010;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;25.9
2011;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;24.7
2012;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;24.0
2013;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;23.7
2014;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;23.4
2015;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;23.1
2016;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;23.0
2017;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;22.9
2018;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;22.8
2019;Gyventojų tankis metų pradžioje;Šiaulių r. sav.;viename km²;23.0
2001;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;25.1
2002;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;24.7
2003;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;24.5
2004;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;24.1
2005;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;23.6
2006;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;22.8
2007;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;22.4
2008;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;21.9
2009;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;21.4
2010;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;20.9
2011;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;20.1
2012;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;19.7
2013;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;19.4
2014;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;19.0
2015;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;18.7
2016;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;18.3
2017;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;17.8
2018;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;17.3
2019;Gyventojų tankis metų pradžioje;Jurbarko r. sav.;viename km²;16.9
2001;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;22.7
2002;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;22.5
2003;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;22.3
2004;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;21.9
2005;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;21.4
2006;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;20.7
2007;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;20.1
2008;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;19.5
2009;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;19.0
2010;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;18.5
2011;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;17.8
2012;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;17.3
2013;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;17.0
2014;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;16.6
2015;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;16.3
2016;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;15.7
2017;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;15.1
2018;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;14.6
2019;Gyventojų tankis metų pradžioje;Pagėgių sav.;viename km²;14.1
2001;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;26.5
2002;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;26.4
2003;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;26.2
2004;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;25.9
2005;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;25.5
2006;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;24.9
2007;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;24.4
2008;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;23.9
2009;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;23.5
2010;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;23.1
2011;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;22.4
2012;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;21.9
2013;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;21.5
2014;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;21.2
2015;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;20.9
2016;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;20.6
2017;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;20.0
2018;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;19.4
2019;Gyventojų tankis metų pradžioje;Šilalės r. sav.;viename km²;18.9
2001;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;44.7
2002;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;44.3
2003;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;44.0
2004;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;43.6
2005;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;42.7
2006;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;41.5
2007;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;40.8
2008;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;40.1
2009;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;39.6
2010;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;38.9
2011;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;37.4
2012;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;36.6
2013;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;36.0
2014;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;35.5
2015;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;35.1
2016;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;34.6
2017;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;33.9
2018;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;33.0
2019;Gyventojų tankis metų pradžioje;Tauragės r. sav.;viename km²;32.5
2001;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;55.2
2002;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;54.8
2003;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;54.5
2004;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;54.0
2005;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;53.2
2006;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;52.1
2007;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;51.4
2008;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;50.8
2009;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;50.4
2010;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;49.6
2011;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;47.9
2012;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;47.1
2013;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;46.5
2014;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;46.0
2015;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;45.5
2016;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;44.9
2017;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;43.8
2018;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;42.8
2019;Gyventojų tankis metų pradžioje;Mažeikių r. sav.;viename km²;42.2
2001;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;40.0
2002;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;39.6
2003;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;39.5
2004;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;39.2
2005;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;38.8
2006;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;37.6
2007;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;37.1
2008;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;36.6
2009;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;36.3
2010;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;35.8
2011;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;34.6
2012;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;34.0
2013;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;33.6
2014;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;33.0
2015;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;32.6
2016;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;32.1
2017;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;31.4
2018;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;30.5
2019;Gyventojų tankis metų pradžioje;Plungės r. sav.;viename km²;30.1
2001;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;18.2
2002;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;18.1
2003;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;17.8
2004;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;17.6
2005;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;17.3
2006;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;16.8
2007;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;16.5
2008;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;16.1
2009;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;15.7
2010;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;15.3
2011;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;14.9
2012;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;14.6
2013;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;14.3
2014;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;14.1
2015;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;13.8
2016;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;13.6
2017;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;13.2
2018;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;12.9
2019;Gyventojų tankis metų pradžioje;Rietavo sav.;viename km²;12.7
2001;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;40.1
2002;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;39.7
2003;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;39.3
2004;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;38.6
2005;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;37.9
2006;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;36.7
2007;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;35.9
2008;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;35.2
2009;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;34.6
2010;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;33.8
2011;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;32.8
2012;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;32.2
2013;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;31.6
2014;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;31.0
2015;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;30.5
2016;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;29.9
2017;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;29.1
2018;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;28.3
2019;Gyventojų tankis metų pradžioje;Telšių r. sav.;viename km²;27.7
2001;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;19.9
2002;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;19.7
2003;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;19.4
2004;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;19.1
2005;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;18.8
2006;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;18.3
2007;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;17.9
2008;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;17.5
2009;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;17.2
2010;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;16.8
2011;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;16.3
2012;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;15.9
2013;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;15.6
2014;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;15.2
2015;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;15.0
2016;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;14.6
2017;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;14.2
2018;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;13.7
2019;Gyventojų tankis metų pradžioje;Anykščių r. sav.;viename km²;13.4
2001;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;15.4
2002;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;15.3
2003;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;15.1
2004;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;14.7
2005;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;14.8
2006;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;14.4
2007;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;14.1
2008;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;13.7
2009;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;13.4
2010;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;13.1
2011;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;12.8
2012;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;12.5
2013;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;12.1
2014;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;11.8
2015;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;11.7
2016;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;11.3
2017;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;11.0
2018;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;10.7
2019;Gyventojų tankis metų pradžioje;Ignalinos r. sav.;viename km²;10.3
2001;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;18.6
2002;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;18.4
2003;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;18.1
2004;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;17.7
2005;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;17.4
2006;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;16.9
2007;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;16.6
2008;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;16.3
2009;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;15.9
2010;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;15.5
2011;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;15.2
2012;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;14.9
2013;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;14.7
2014;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;14.3
2015;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;14.1
2016;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;13.8
2017;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;13.5
2018;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;13.1
2019;Gyventojų tankis metų pradžioje;Molėtų r. sav.;viename km²;12.8
2001;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;40.8
2002;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;40.5
2003;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;40.2
2004;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;39.7
2005;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;39.2
2006;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;38.5
2007;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;38.0
2008;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;37.4
2009;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;37.0
2010;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;36.3
2011;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;35.3
2012;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;34.6
2013;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;33.9
2014;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;33.3
2015;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;32.9
2016;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;32.4
2017;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;31.6
2018;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;30.8
2019;Gyventojų tankis metų pradžioje;Utenos r. sav.;viename km²;30.4
2001;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;3299.7
2002;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;3190.9
2003;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;3118.4
2004;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;3101.7
2005;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;470.7
2006;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;455.5
2007;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;446.5
2008;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;435.0
2009;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;424.9
2010;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;413.7
2011;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;391.5
2012;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;377.9
2013;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;366.2
2014;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;355.6
2015;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;349.1
2016;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;340.9
2017;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;330.7
2018;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;322.2
2019;Gyventojų tankis metų pradžioje;Visagino sav.;viename km²;317.5
2001;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;17.1
2002;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;17.0
2003;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;16.8
2004;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;16.4
2005;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;16.0
2006;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;15.6
2007;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;15.3
2008;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;14.9
2009;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;14.5
2010;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;14.3
2011;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;13.8
2012;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;13.5
2013;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;13.3
2014;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;13.0
2015;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;12.8
2016;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;12.5
2017;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;12.1
2018;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;11.8
2019;Gyventojų tankis metų pradžioje;Zarasų r. sav.;viename km²;11.5